"coverage","id","METRIC.F1_Score","caller","TRUTH.TP","TRUTH.TOTAL","QUERY.FP","TRUTH.FN","FP.gt","FP.al","caller.1","Type"
13.466286,77,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
13.466286,77,0.99352,"DV-0.10.0",188648,190386,723,1738,629,0,"DV-0.10.0","SNP"
13.466286,77,1,"GATK-3.5.0",9,9,0,0,0,0,"GATK-3.5.0","INDEL"
13.466286,77,0.981472,"GATK-3.5.0",184239,190386,809,6147,778,0,"GATK-3.5.0","SNP"
13.466286,77,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.466286,77,0.988635,"GATK-4.1.0.0",186901,190386,812,3485,779,0,"GATK-4.1.0.0","SNP"
13.583301,89,0.909091,"DV-0.10.0",10,11,1,1,1,0,"DV-0.10.0","INDEL"
13.583301,89,0.995031,"DV-0.10.0",186919,188282,504,1363,448,0,"DV-0.10.0","SNP"
13.583301,89,1,"GATK-3.5.0",11,11,0,0,0,0,"GATK-3.5.0","INDEL"
13.583301,89,0.984137,"GATK-3.5.0",182960,188282,576,5322,545,0,"GATK-3.5.0","SNP"
13.583301,89,1,"GATK-4.1.0.0",11,11,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.583301,89,0.990763,"GATK-4.1.0.0",185401,188282,576,2881,544,0,"GATK-4.1.0.0","SNP"
13.609833,250,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
13.609833,250,0.994311,"DV-0.10.0",185625,187144,605,1519,533,0,"DV-0.10.0","SNP"
13.609833,250,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
13.609833,250,0.983136,"GATK-3.5.0",181600,187144,686,5544,654,0,"GATK-3.5.0","SNP"
13.609833,250,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.609833,250,0.989947,"GATK-4.1.0.0",184095,187144,690,3049,655,0,"GATK-4.1.0.0","SNP"
13.689238,49,0.833333,"DV-0.10.0",5,6,1,1,0,1,"DV-0.10.0","INDEL"
13.689238,49,0.994739,"DV-0.10.0",185215,186634,540,1419,484,0,"DV-0.10.0","SNP"
13.689238,49,0.909091,"GATK-3.5.0",5,6,0,1,0,0,"GATK-3.5.0","INDEL"
13.689238,49,0.983896,"GATK-3.5.0",181302,186634,603,5332,576,0,"GATK-3.5.0","SNP"
13.689238,49,0.909091,"GATK-4.1.0.0",5,6,0,1,0,0,"GATK-4.1.0.0","INDEL"
13.689238,49,0.9905,"GATK-4.1.0.0",183715,186634,605,2919,576,0,"GATK-4.1.0.0","SNP"
13.718417,254,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
13.718417,254,0.994269,"DV-0.10.0",189970,191545,615,1575,545,0,"DV-0.10.0","SNP"
13.718417,254,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
13.718417,254,0.983132,"GATK-3.5.0",185893,191545,727,5652,697,0,"GATK-3.5.0","SNP"
13.718417,254,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.718417,254,0.990049,"GATK-4.1.0.0",188486,191545,730,3059,697,0,"GATK-4.1.0.0","SNP"
13.72388,54,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
13.72388,54,0.994922,"DV-0.10.0",185450,186792,551,1342,483,0,"DV-0.10.0","SNP"
13.72388,54,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
13.72388,54,0.984758,"GATK-3.5.0",181774,186792,609,5018,573,0,"GATK-3.5.0","SNP"
13.72388,54,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.72388,54,0.990965,"GATK-4.1.0.0",184051,186792,615,2741,576,0,"GATK-4.1.0.0","SNP"
13.754726,222,1,"DV-0.10.0",11,11,0,0,0,0,"DV-0.10.0","INDEL"
13.754726,222,0.994261,"DV-0.10.0",188477,190046,607,1569,555,0,"DV-0.10.0","SNP"
13.754726,222,1,"GATK-3.5.0",11,11,0,0,0,0,"GATK-3.5.0","INDEL"
13.754726,222,0.983047,"GATK-3.5.0",184372,190046,685,5674,667,0,"GATK-3.5.0","SNP"
13.754726,222,1,"GATK-4.1.0.0",11,11,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.754726,222,0.989928,"GATK-4.1.0.0",186938,190046,696,3108,671,0,"GATK-4.1.0.0","SNP"
13.794857,239,0.833333,"DV-0.10.0",5,6,1,1,1,0,"DV-0.10.0","INDEL"
13.794857,239,0.994386,"DV-0.10.0",188624,190186,568,1562,504,0,"DV-0.10.0","SNP"
13.794857,239,0.833333,"GATK-3.5.0",5,6,1,1,1,0,"GATK-3.5.0","INDEL"
13.794857,239,0.983688,"GATK-3.5.0",184684,190186,623,5502,590,0,"GATK-3.5.0","SNP"
13.794857,239,0.833333,"GATK-4.1.0.0",5,6,1,1,1,0,"GATK-4.1.0.0","INDEL"
13.794857,239,0.99026,"GATK-4.1.0.0",187127,190186,622,3059,587,0,"GATK-4.1.0.0","SNP"
13.833633,221,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
13.833633,221,0.994421,"DV-0.10.0",326290,328793,1158,2503,996,0,"DV-0.10.0","SNP"
13.833633,221,0.933333,"GATK-3.5.0",7,8,0,1,0,0,"GATK-3.5.0","INDEL"
13.833633,221,0.984377,"GATK-3.5.0",319929,328793,1291,8864,1237,0,"GATK-3.5.0","SNP"
13.833633,221,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.833633,221,0.99033,"GATK-4.1.0.0",323762,328793,1292,5031,1230,0,"GATK-4.1.0.0","SNP"
13.852781,131,1,"DV-0.10.0",13,13,0,0,0,0,"DV-0.10.0","INDEL"
13.852781,131,0.996504,"DV-0.10.0",186249,187235,321,986,284,0,"DV-0.10.0","SNP"
13.852781,131,1,"GATK-3.5.0",13,13,0,0,0,0,"GATK-3.5.0","INDEL"
13.852781,131,0.986172,"GATK-3.5.0",182505,187235,388,4730,361,0,"GATK-3.5.0","SNP"
13.852781,131,1,"GATK-4.1.0.0",13,13,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.852781,131,0.992271,"GATK-4.1.0.0",184749,187235,392,2486,364,0,"GATK-4.1.0.0","SNP"
13.869678,283,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
13.869678,283,0.995633,"DV-0.10.0",189101,190386,374,1285,338,0,"DV-0.10.0","SNP"
13.869678,283,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
13.869678,283,0.984822,"GATK-3.5.0",185185,190386,507,5201,482,0,"GATK-3.5.0","SNP"
13.869678,283,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.869678,283,0.991132,"GATK-4.1.0.0",187538,190386,508,2848,482,0,"GATK-4.1.0.0","SNP"
13.891787,51,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
13.891787,51,0.995007,"DV-0.10.0",323014,325349,907,2335,808,0,"DV-0.10.0","SNP"
13.891787,51,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
13.891787,51,0.984318,"GATK-3.5.0",316349,325349,1080,9000,1030,0,"GATK-3.5.0","SNP"
13.891787,51,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.891787,51,0.990765,"GATK-4.1.0.0",320459,325349,1084,4890,1026,0,"GATK-4.1.0.0","SNP"
13.918251,86,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
13.918251,86,0.994427,"DV-0.10.0",325822,328442,1032,2620,908,0,"DV-0.10.0","SNP"
13.918251,86,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
13.918251,86,0.984244,"GATK-3.5.0",319308,328442,1089,9134,1025,0,"GATK-3.5.0","SNP"
13.918251,86,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.918251,86,0.990629,"GATK-4.1.0.0",323411,328442,1088,5031,1019,0,"GATK-4.1.0.0","SNP"
13.946728,133,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
13.946728,133,0.994462,"DV-0.10.0",188454,189888,665,1434,594,0,"DV-0.10.0","SNP"
13.946728,133,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
13.946728,133,0.984642,"GATK-3.5.0",184871,189888,750,5017,728,0,"GATK-3.5.0","SNP"
13.946728,133,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.946728,133,0.990554,"GATK-4.1.0.0",187074,189888,754,2814,726,0,"GATK-4.1.0.0","SNP"
13.98001,52,0.941176,"DV-0.10.0",8,9,0,1,0,0,"DV-0.10.0","INDEL"
13.98001,52,0.995792,"DV-0.10.0",186820,188038,361,1218,324,0,"DV-0.10.0","SNP"
13.98001,52,0.941176,"GATK-3.5.0",8,9,0,1,0,0,"GATK-3.5.0","INDEL"
13.98001,52,0.98503,"GATK-3.5.0",182895,188038,416,5143,387,0,"GATK-3.5.0","SNP"
13.98001,52,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.98001,52,0.991418,"GATK-4.1.0.0",185249,188038,418,2789,386,0,"GATK-4.1.0.0","SNP"
14.001265,50,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
14.001265,50,0.994156,"DV-0.10.0",186527,188051,669,1524,584,0,"DV-0.10.0","SNP"
14.001265,50,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
14.001265,50,0.984484,"GATK-3.5.0",183025,188051,743,5026,705,0,"GATK-3.5.0","SNP"
14.001265,50,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.001265,50,0.990428,"GATK-4.1.0.0",185219,188051,748,2832,703,0,"GATK-4.1.0.0","SNP"
14.020707,61,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
14.020707,61,0.994654,"DV-0.10.0",324199,326586,1098,2387,969,0,"DV-0.10.0","SNP"
14.020707,61,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
14.020707,61,0.985274,"GATK-3.5.0",318280,326586,1208,8306,1167,0,"GATK-3.5.0","SNP"
14.020707,61,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.020707,61,0.991045,"GATK-4.1.0.0",321984,326586,1217,4602,1166,0,"GATK-4.1.0.0","SNP"
14.046907,210,0.941176,"DV-0.10.0",8,9,0,1,0,0,"DV-0.10.0","INDEL"
14.046907,210,0.989502,"DV-0.10.0",192241,194593,1727,2352,1329,1,"DV-0.10.0","SNP"
14.046907,210,0.823529,"GATK-3.5.0",7,9,1,2,1,0,"GATK-3.5.0","INDEL"
14.046907,210,0.978482,"GATK-3.5.0",187988,194593,1663,6605,1620,1,"GATK-3.5.0","SNP"
14.046907,210,0.823529,"GATK-4.1.0.0",7,9,1,2,1,0,"GATK-4.1.0.0","INDEL"
14.046907,210,0.985012,"GATK-4.1.0.0",190522,194593,1727,4071,1620,1,"GATK-4.1.0.0","SNP"
14.064292,265,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
14.064292,265,0.995121,"DV-0.10.0",186127,187380,572,1253,502,0,"DV-0.10.0","SNP"
14.064292,265,1,"GATK-3.5.0",9,9,0,0,0,0,"GATK-3.5.0","INDEL"
14.064292,265,0.98509,"GATK-3.5.0",182513,187380,658,4867,634,0,"GATK-3.5.0","SNP"
14.064292,265,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.064292,265,0.990969,"GATK-4.1.0.0",184676,187380,662,2704,635,0,"GATK-4.1.0.0","SNP"
14.092985,62,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
14.092985,62,0.996141,"DV-0.10.0",189489,190600,357,1111,327,0,"DV-0.10.0","SNP"
14.092985,62,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
14.092985,62,0.985991,"GATK-3.5.0",185773,190600,452,4827,433,0,"GATK-3.5.0","SNP"
14.092985,62,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.092985,62,0.991954,"GATK-4.1.0.0",188000,190600,450,2600,431,0,"GATK-4.1.0.0","SNP"
14.09802,127,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
14.09802,127,0.994891,"DV-0.10.0",187327,188679,572,1352,500,0,"DV-0.10.0","SNP"
14.09802,127,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
14.09802,127,0.985079,"GATK-3.5.0",183729,188679,616,4950,586,0,"GATK-3.5.0","SNP"
14.09802,127,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.09802,127,0.991105,"GATK-4.1.0.0",185965,188679,624,2714,587,0,"GATK-4.1.0.0","SNP"
14.129018,187,1,"DV-0.10.0",11,11,0,0,0,0,"DV-0.10.0","INDEL"
14.129018,187,0.996447,"DV-0.10.0",188611,189632,324,1021,287,0,"DV-0.10.0","SNP"
14.129018,187,0.952381,"GATK-3.5.0",10,11,0,1,0,0,"GATK-3.5.0","INDEL"
14.129018,187,0.987025,"GATK-3.5.0",185126,189632,361,4506,331,0,"GATK-3.5.0","SNP"
14.129018,187,0.952381,"GATK-4.1.0.0",10,11,0,1,0,0,"GATK-4.1.0.0","INDEL"
14.129018,187,0.992699,"GATK-4.1.0.0",187240,189632,362,2392,331,0,"GATK-4.1.0.0","SNP"
14.221424,244,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
14.221424,244,0.99616,"DV-0.10.0",189894,190996,362,1102,320,0,"DV-0.10.0","SNP"
14.221424,244,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
14.221424,244,0.987269,"GATK-3.5.0",186625,190996,442,4371,410,0,"GATK-3.5.0","SNP"
14.221424,244,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.221424,244,0.992628,"GATK-4.1.0.0",188632,190996,438,2364,405,0,"GATK-4.1.0.0","SNP"
14.231287,181,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
14.231287,181,0.995047,"DV-0.10.0",188850,190163,567,1313,490,0,"DV-0.10.0","SNP"
14.231287,181,1,"GATK-3.5.0",9,9,0,0,0,0,"GATK-3.5.0","INDEL"
14.231287,181,0.986526,"GATK-3.5.0",185710,190163,620,4453,576,0,"GATK-3.5.0","SNP"
14.231287,181,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.231287,181,0.991809,"GATK-4.1.0.0",187684,190163,621,2479,574,0,"GATK-4.1.0.0","SNP"
14.2472,280,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
14.2472,280,0.995636,"DV-0.10.0",188087,189293,443,1206,404,0,"DV-0.10.0","SNP"
14.2472,280,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
14.2472,280,0.98606,"GATK-3.5.0",184592,189293,518,4701,496,0,"GATK-3.5.0","SNP"
14.2472,280,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.2472,280,0.99181,"GATK-4.1.0.0",186725,189293,516,2568,494,0,"GATK-4.1.0.0","SNP"
14.309445,287,1,"DV-0.10.0",5,5,0,0,0,0,"DV-0.10.0","INDEL"
14.309445,287,0.995154,"DV-0.10.0",328272,330445,1024,2173,889,0,"DV-0.10.0","SNP"
14.309445,287,1,"GATK-3.5.0",5,5,0,0,0,0,"GATK-3.5.0","INDEL"
14.309445,287,0.986306,"GATK-3.5.0",322606,330445,1119,7839,1058,0,"GATK-3.5.0","SNP"
14.309445,287,1,"GATK-4.1.0.0",5,5,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.309445,287,0.991683,"GATK-4.1.0.0",326098,330445,1123,4347,1054,0,"GATK-4.1.0.0","SNP"
14.334066,290,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
14.334066,290,0.99586,"DV-0.10.0",188116,189279,401,1163,354,0,"DV-0.10.0","SNP"
14.334066,290,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
14.334066,290,0.985808,"GATK-3.5.0",184461,189279,493,4818,461,0,"GATK-3.5.0","SNP"
14.334066,290,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.334066,290,0.991621,"GATK-4.1.0.0",186623,189279,498,2656,465,0,"GATK-4.1.0.0","SNP"
14.344205,122,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
14.344205,122,0.996375,"DV-0.10.0",184300,185294,347,994,310,0,"DV-0.10.0","SNP"
14.344205,122,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
14.344205,122,0.987825,"GATK-3.5.0",181252,185294,426,4042,398,0,"GATK-3.5.0","SNP"
14.344205,122,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.344205,122,0.99273,"GATK-4.1.0.0",183042,185294,429,2252,396,0,"GATK-4.1.0.0","SNP"
14.386009,11,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
14.386009,11,0.995481,"DV-0.10.0",186917,188119,495,1202,429,0,"DV-0.10.0","SNP"
14.386009,11,1,"GATK-3.5.0",9,9,0,0,0,0,"GATK-3.5.0","INDEL"
14.386009,11,0.986164,"GATK-3.5.0",183495,188119,525,4624,489,0,"GATK-3.5.0","SNP"
14.386009,11,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.386009,11,0.991907,"GATK-4.1.0.0",185613,188119,523,2506,483,0,"GATK-4.1.0.0","SNP"
14.3913,179,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
14.3913,179,0.994965,"DV-0.10.0",185761,187010,631,1249,530,0,"DV-0.10.0","SNP"
14.3913,179,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
14.3913,179,0.986152,"GATK-3.5.0",182583,187010,701,4427,657,0,"GATK-3.5.0","SNP"
14.3913,179,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.3913,179,0.991243,"GATK-4.1.0.0",184456,187010,705,2554,653,0,"GATK-4.1.0.0","SNP"
14.408192,162,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
14.408192,162,0.994596,"DV-0.10.0",181210,182618,561,1408,494,0,"DV-0.10.0","SNP"
14.408192,162,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
14.408192,162,0.985786,"GATK-3.5.0",178103,182618,621,4515,588,0,"GATK-3.5.0","SNP"
14.408192,162,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.408192,162,0.991216,"GATK-4.1.0.0",180050,182618,623,2568,584,0,"GATK-4.1.0.0","SNP"
14.475708,3,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
14.475708,3,0.996312,"DV-0.10.0",187898,188938,351,1040,302,0,"DV-0.10.0","SNP"
14.475708,3,0.909091,"GATK-3.5.0",5,6,0,1,0,0,"GATK-3.5.0","INDEL"
14.475708,3,0.986613,"GATK-3.5.0",184396,188938,462,4542,421,0,"GATK-3.5.0","SNP"
14.475708,3,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.475708,3,0.992176,"GATK-4.1.0.0",186465,188938,468,2473,423,0,"GATK-4.1.0.0","SNP"
14.480221,79,1,"DV-0.10.0",12,12,0,0,0,0,"DV-0.10.0","INDEL"
14.480221,79,0.996227,"DV-0.10.0",187361,188420,360,1059,319,0,"DV-0.10.0","SNP"
14.480221,79,1,"GATK-3.5.0",12,12,0,0,0,0,"GATK-3.5.0","INDEL"
14.480221,79,0.98651,"GATK-3.5.0",183852,188420,460,4568,435,0,"GATK-3.5.0","SNP"
14.480221,79,1,"GATK-4.1.0.0",12,12,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.480221,79,0.992186,"GATK-4.1.0.0",185954,188420,463,2466,437,0,"GATK-4.1.0.0","SNP"
14.532016,107,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
14.532016,107,0.995659,"DV-0.10.0",189329,190470,510,1141,450,0,"DV-0.10.0","SNP"
14.532016,107,0.947368,"GATK-3.5.0",9,10,0,1,0,0,"GATK-3.5.0","INDEL"
14.532016,107,0.987064,"GATK-3.5.0",186136,190470,545,4334,516,0,"GATK-3.5.0","SNP"
14.532016,107,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.532016,107,0.992215,"GATK-4.1.0.0",188064,190470,545,2406,514,0,"GATK-4.1.0.0","SNP"
14.54918,60,1,"DV-0.10.0",11,11,0,0,0,0,"DV-0.10.0","INDEL"
14.54918,60,0.994689,"DV-0.10.0",329058,331455,1117,2397,967,0,"DV-0.10.0","SNP"
14.54918,60,0.952381,"GATK-3.5.0",10,11,0,1,0,0,"GATK-3.5.0","INDEL"
14.54918,60,0.986109,"GATK-3.5.0",323564,331455,1225,7891,1162,0,"GATK-3.5.0","SNP"
14.54918,60,1,"GATK-4.1.0.0",11,11,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.54918,60,0.991425,"GATK-4.1.0.0",327043,331455,1245,4412,1165,0,"GATK-4.1.0.0","SNP"
14.622994,274,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
14.622994,274,0.99593,"DV-0.10.0",186971,188079,420,1108,371,0,"DV-0.10.0","SNP"
14.622994,274,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
14.622994,274,0.987632,"GATK-3.5.0",183948,188079,476,4131,445,0,"GATK-3.5.0","SNP"
14.622994,274,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.622994,274,0.992695,"GATK-4.1.0.0",185822,188079,478,2257,443,0,"GATK-4.1.0.0","SNP"
14.630887,32,1,"DV-0.10.0",11,11,0,0,0,0,"DV-0.10.0","INDEL"
14.630887,32,0.996716,"DV-0.10.0",185620,186544,299,924,255,0,"DV-0.10.0","SNP"
14.630887,32,1,"GATK-3.5.0",11,11,0,0,0,0,"GATK-3.5.0","INDEL"
14.630887,32,0.987737,"GATK-3.5.0",182394,186544,379,4150,344,0,"GATK-3.5.0","SNP"
14.630887,32,1,"GATK-4.1.0.0",11,11,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.630887,32,0.992932,"GATK-4.1.0.0",184302,186544,382,2242,343,0,"GATK-4.1.0.0","SNP"
14.641896,214,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
14.641896,214,0.99614,"DV-0.10.0",183242,184205,457,963,365,0,"DV-0.10.0","SNP"
14.641896,214,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
14.641896,214,0.988573,"GATK-3.5.0",180552,184205,521,3653,452,0,"GATK-3.5.0","SNP"
14.641896,214,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.641896,214,0.993097,"GATK-4.1.0.0",182194,184205,522,2011,452,0,"GATK-4.1.0.0","SNP"
14.715881,10,1,"DV-0.10.0",5,5,0,0,0,0,"DV-0.10.0","INDEL"
14.715881,10,0.996283,"DV-0.10.0",188960,189973,397,1013,359,0,"DV-0.10.0","SNP"
14.715881,10,1,"GATK-3.5.0",5,5,0,0,0,0,"GATK-3.5.0","INDEL"
14.715881,10,0.988379,"GATK-3.5.0",186044,189973,446,3929,425,0,"GATK-3.5.0","SNP"
14.715881,10,1,"GATK-4.1.0.0",5,5,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.715881,10,0.993286,"GATK-4.1.0.0",187883,189973,450,2090,427,0,"GATK-4.1.0.0","SNP"
14.744371,144,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
14.744371,144,0.995571,"DV-0.10.0",330310,332339,910,2029,779,0,"DV-0.10.0","SNP"
14.744371,144,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
14.744371,144,0.98813,"GATK-3.5.0",325494,332339,975,6845,902,0,"GATK-3.5.0","SNP"
14.744371,144,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.744371,144,0.992819,"GATK-4.1.0.0",328556,332339,970,3783,891,0,"GATK-4.1.0.0","SNP"
14.767195,126,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
14.767195,126,0.996176,"DV-0.10.0",186638,187656,415,1018,367,0,"DV-0.10.0","SNP"
14.767195,126,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
14.767195,126,0.988545,"GATK-3.5.0",183854,187656,459,3802,431,0,"GATK-3.5.0","SNP"
14.767195,126,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.767195,126,0.993173,"GATK-4.1.0.0",185565,187656,460,2091,428,0,"GATK-4.1.0.0","SNP"
14.844055,292,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
14.844055,292,0.996702,"DV-0.10.0",186604,187489,350,885,303,0,"DV-0.10.0","SNP"
14.844055,292,0.941176,"GATK-3.5.0",8,9,0,1,0,0,"GATK-3.5.0","INDEL"
14.844055,292,0.989313,"GATK-3.5.0",183943,187489,428,3546,394,0,"GATK-3.5.0","SNP"
14.844055,292,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.844055,292,0.993665,"GATK-4.1.0.0",185550,187489,427,1939,393,0,"GATK-4.1.0.0","SNP"
14.943705,74,1,"DV-0.10.0",11,11,0,0,0,0,"DV-0.10.0","INDEL"
14.943705,74,0.996108,"DV-0.10.0",189137,190157,458,1020,391,0,"DV-0.10.0","SNP"
14.943705,74,0.952381,"GATK-3.5.0",10,11,0,1,0,0,"GATK-3.5.0","INDEL"
14.943705,74,0.988848,"GATK-3.5.0",186469,190157,518,3688,485,0,"GATK-3.5.0","SNP"
14.943705,74,0.952381,"GATK-4.1.0.0",10,11,0,1,0,0,"GATK-4.1.0.0","INDEL"
14.943705,74,0.993167,"GATK-4.1.0.0",188092,190157,523,2065,484,0,"GATK-4.1.0.0","SNP"
14.946981,140,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
14.946981,140,0.996967,"DV-0.10.0",185033,185880,279,847,237,0,"DV-0.10.0","SNP"
14.946981,140,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
14.946981,140,0.988831,"GATK-3.5.0",182106,185880,340,3774,305,0,"GATK-3.5.0","SNP"
14.946981,140,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.946981,140,0.993604,"GATK-4.1.0.0",183853,185880,340,2027,304,0,"GATK-4.1.0.0","SNP"
14.947024,124,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
