"coverage","id","METRIC.F1_Score","caller","TRUTH.TP","TRUTH.TOTAL","QUERY.FP","TRUTH.FN","FP.gt","FP.al","caller.1","Type"
11.941232,279,0.990285,"DV-0.10.0",324491,329119,1739,4628,1558,0,"DV-0.10.0","SNP"
11.941232,279,0.769231,"GATK-3.5.0",5,8,0,3,0,0,"GATK-3.5.0","INDEL"
11.941232,279,0.972002,"GATK-3.5.0",313057,329119,1973,16062,1920,0,"GATK-3.5.0","SNP"
11.941232,279,0.857143,"GATK-4.1.0.0",6,8,0,2,0,0,"GATK-4.1.0.0","INDEL"
11.941232,279,0.983249,"GATK-4.1.0.0",320192,329119,1983,8927,1916,0,"GATK-4.1.0.0","SNP"
11.94141,164,0.941176,"DV-0.10.0",8,8,1,0,0,1,"DV-0.10.0","INDEL"
11.94141,164,0.991376,"DV-0.10.0",184110,186485,828,2375,762,0,"DV-0.10.0","SNP"
11.94141,164,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
11.94141,164,0.975866,"GATK-3.5.0",178561,186485,908,7924,889,0,"GATK-3.5.0","SNP"
11.94141,164,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
11.94141,164,0.986002,"GATK-4.1.0.0",182231,186485,920,4254,891,0,"GATK-4.1.0.0","SNP"
12.043583,227,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
12.043583,227,0.990234,"DV-0.10.0",184481,187140,980,2659,873,0,"DV-0.10.0","SNP"
12.043583,227,0.857143,"GATK-3.5.0",6,8,0,2,0,0,"GATK-3.5.0","INDEL"
12.043583,227,0.972591,"GATK-3.5.0",178204,187140,1108,8936,1085,0,"GATK-3.5.0","SNP"
12.043583,227,0.933333,"GATK-4.1.0.0",7,8,0,1,0,0,"GATK-4.1.0.0","INDEL"
12.043583,227,0.983598,"GATK-4.1.0.0",182184,187140,1120,4956,1088,0,"GATK-4.1.0.0","SNP"
12.047539,125,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
12.047539,125,0.992319,"DV-0.10.0",187384,189697,588,2313,558,0,"DV-0.10.0","SNP"
12.047539,125,0.888889,"GATK-3.5.0",8,9,1,1,1,0,"GATK-3.5.0","INDEL"
12.047539,125,0.9733,"GATK-3.5.0",180514,189697,721,9183,702,0,"GATK-3.5.0","SNP"
12.047539,125,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.047539,125,0.98509,"GATK-4.1.0.0",184827,189697,725,4870,706,0,"GATK-4.1.0.0","SNP"
12.061069,167,1,"DV-0.10.0",12,12,0,0,0,0,"DV-0.10.0","INDEL"
12.061069,167,0.990474,"DV-0.10.0",185856,188413,1018,2557,917,0,"DV-0.10.0","SNP"
12.061069,167,1,"GATK-3.5.0",12,12,0,0,0,0,"GATK-3.5.0","INDEL"
12.061069,167,0.973368,"GATK-3.5.0",179711,188413,1132,8702,1103,0,"GATK-3.5.0","SNP"
12.061069,167,1,"GATK-4.1.0.0",12,12,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.061069,167,0.984012,"GATK-4.1.0.0",183592,188413,1145,4821,1110,0,"GATK-4.1.0.0","SNP"
12.114864,113,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
12.114864,113,0.993079,"DV-0.10.0",187027,189058,576,2031,535,0,"DV-0.10.0","SNP"
12.114864,113,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
12.114864,113,0.97603,"GATK-3.5.0",180873,189058,699,8185,678,0,"GATK-3.5.0","SNP"
12.114864,113,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.114864,113,0.986449,"GATK-4.1.0.0",184687,189058,703,4371,679,0,"GATK-4.1.0.0","SNP"
12.119879,223,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
12.119879,223,0.990182,"DV-0.10.0",187492,190254,956,2762,859,0,"DV-0.10.0","SNP"
12.119879,223,0.923077,"GATK-3.5.0",6,7,0,1,0,0,"GATK-3.5.0","INDEL"
12.119879,223,0.973228,"GATK-3.5.0",181329,190254,1051,8925,1028,0,"GATK-3.5.0","SNP"
12.119879,223,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.119879,223,0.984169,"GATK-4.1.0.0",185351,190254,1060,4903,1026,0,"GATK-4.1.0.0","SNP"
12.125816,154,1,"DV-0.10.0",4,4,0,0,0,0,"DV-0.10.0","INDEL"
12.125816,154,0.99077,"DV-0.10.0",184688,187203,926,2515,842,0,"DV-0.10.0","SNP"
12.125816,154,1,"GATK-3.5.0",4,4,0,0,0,0,"GATK-3.5.0","INDEL"
12.125816,154,0.973349,"GATK-3.5.0",178521,187203,1094,8682,1062,0,"GATK-3.5.0","SNP"
12.125816,154,1,"GATK-4.1.0.0",4,4,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.125816,154,0.984019,"GATK-4.1.0.0",182382,187203,1103,4821,1062,0,"GATK-4.1.0.0","SNP"
12.131596,97,0.933333,"DV-0.10.0",7,8,0,1,0,0,"DV-0.10.0","INDEL"
12.131596,97,0.989699,"DV-0.10.0",187457,190329,1030,2872,936,0,"DV-0.10.0","SNP"
12.131596,97,0.857143,"GATK-3.5.0",6,8,0,2,0,0,"GATK-3.5.0","INDEL"
12.131596,97,0.970744,"GATK-3.5.0",180620,190329,1178,9709,1149,0,"GATK-3.5.0","SNP"
12.131596,97,0.857143,"GATK-4.1.0.0",6,8,0,2,0,0,"GATK-4.1.0.0","INDEL"
12.131596,97,0.982437,"GATK-4.1.0.0",184906,190329,1188,5423,1150,1,"GATK-4.1.0.0","SNP"
12.134329,101,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
12.134329,101,0.993413,"DV-0.10.0",184281,186194,531,1913,484,0,"DV-0.10.0","SNP"
12.134329,101,0.947368,"GATK-3.5.0",9,10,0,1,0,0,"GATK-3.5.0","INDEL"
12.134329,101,0.977202,"GATK-3.5.0",178550,186194,687,7644,648,0,"GATK-3.5.0","SNP"
12.134329,101,0.947368,"GATK-4.1.0.0",9,10,0,1,0,0,"GATK-4.1.0.0","INDEL"
12.134329,101,0.98707,"GATK-4.1.0.0",182112,186194,689,4082,649,0,"GATK-4.1.0.0","SNP"
12.153676,191,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
12.153676,191,0.990093,"DV-0.10.0",184644,187302,1037,2658,937,0,"DV-0.10.0","SNP"
12.153676,191,0.833333,"GATK-3.5.0",5,6,1,1,1,0,"GATK-3.5.0","INDEL"
12.153676,191,0.972412,"GATK-3.5.0",178351,187302,1169,8951,1136,0,"GATK-3.5.0","SNP"
12.153676,191,0.833333,"GATK-4.1.0.0",5,6,1,1,1,0,"GATK-4.1.0.0","INDEL"
12.153676,191,0.983097,"GATK-4.1.0.0",182215,187302,1179,5087,1134,0,"GATK-4.1.0.0","SNP"
12.228693,226,1,"DV-0.10.0",13,13,0,0,0,0,"DV-0.10.0","INDEL"
12.228693,226,0.962211,"DV-0.10.0",181870,188884,7271,7014,5120,0,"DV-0.10.0","SNP"
12.228693,226,1,"GATK-3.5.0",13,13,0,0,0,0,"GATK-3.5.0","INDEL"
12.228693,226,0.946389,"GATK-3.5.0",175283,188884,6258,13601,5979,0,"GATK-3.5.0","SNP"
12.228693,226,1,"GATK-4.1.0.0",13,13,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.228693,226,0.955975,"GATK-4.1.0.0",179187,188884,6807,9697,5977,0,"GATK-4.1.0.0","SNP"
12.259094,93,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
12.259094,93,0.99114,"DV-0.10.0",324539,328893,1448,4354,1307,0,"DV-0.10.0","SNP"
12.259094,93,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
12.259094,93,0.974613,"GATK-3.5.0",314143,328893,1616,14750,1570,0,"GATK-3.5.0","SNP"
12.259094,93,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.259094,93,0.985153,"GATK-4.1.0.0",320847,328893,1625,8046,1573,0,"GATK-4.1.0.0","SNP"
12.362385,277,1,"DV-0.10.0",5,5,0,0,0,0,"DV-0.10.0","INDEL"
12.362385,277,0.992926,"DV-0.10.0",184019,186018,623,1999,571,0,"DV-0.10.0","SNP"
12.362385,277,0.888889,"GATK-3.5.0",4,5,0,1,0,0,"GATK-3.5.0","INDEL"
12.362385,277,0.977362,"GATK-3.5.0",178477,186018,727,7541,703,0,"GATK-3.5.0","SNP"
12.362385,277,0.888889,"GATK-4.1.0.0",4,5,0,1,0,0,"GATK-4.1.0.0","INDEL"
12.362385,277,0.986874,"GATK-4.1.0.0",181906,186018,727,4112,701,0,"GATK-4.1.0.0","SNP"
12.378533,245,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
12.378533,245,0.992391,"DV-0.10.0",186060,188148,765,2088,686,0,"DV-0.10.0","SNP"
12.378533,245,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
12.378533,245,0.97787,"GATK-3.5.0",180793,188148,828,7355,795,0,"GATK-3.5.0","SNP"
12.378533,245,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.378533,245,0.986863,"GATK-4.1.0.0",184077,188148,830,4071,792,0,"GATK-4.1.0.0","SNP"
12.384377,53,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
12.384377,53,0.994195,"DV-0.10.0",187272,188993,466,1721,439,0,"DV-0.10.0","SNP"
12.384377,53,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
12.384377,53,0.978681,"GATK-3.5.0",181678,188993,600,7315,579,0,"GATK-3.5.0","SNP"
12.384377,53,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.384377,53,0.98806,"GATK-4.1.0.0",185124,188993,605,3869,583,0,"GATK-4.1.0.0","SNP"
12.406304,260,1,"DV-0.10.0",11,11,0,0,0,0,"DV-0.10.0","INDEL"
12.406304,260,0.991576,"DV-0.10.0",185636,187928,862,2292,786,0,"DV-0.10.0","SNP"
12.406304,260,0.952381,"GATK-3.5.0",10,11,0,1,0,0,"GATK-3.5.0","INDEL"
12.406304,260,0.975425,"GATK-3.5.0",179821,187928,954,8107,932,0,"GATK-3.5.0","SNP"
12.406304,260,0.952381,"GATK-4.1.0.0",10,11,0,1,0,0,"GATK-4.1.0.0","INDEL"
12.406304,260,0.98582,"GATK-4.1.0.0",183603,187928,957,4325,929,0,"GATK-4.1.0.0","SNP"
12.457997,193,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
12.457997,193,0.99326,"DV-0.10.0",186651,188610,574,1959,527,0,"DV-0.10.0","SNP"
12.457997,193,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
12.457997,193,0.977255,"GATK-3.5.0",180863,188610,672,7747,645,0,"GATK-3.5.0","SNP"
12.457997,193,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.457997,193,0.986939,"GATK-4.1.0.0",184407,188610,678,4203,645,0,"GATK-4.1.0.0","SNP"
12.597376,238,1,"DV-0.10.0",12,12,0,0,0,0,"DV-0.10.0","INDEL"
12.597376,238,0.993394,"DV-0.10.0",186627,188537,572,1910,519,0,"DV-0.10.0","SNP"
12.597376,238,1,"GATK-3.5.0",12,12,0,0,0,0,"GATK-3.5.0","INDEL"
12.597376,238,0.97693,"GATK-3.5.0",180709,188537,707,7828,678,0,"GATK-3.5.0","SNP"
12.597376,238,1,"GATK-4.1.0.0",12,12,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.597376,238,0.986919,"GATK-4.1.0.0",184358,188537,708,4179,677,0,"GATK-4.1.0.0","SNP"
12.63834,102,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
12.63834,102,0.992777,"DV-0.10.0",185630,187588,743,1958,667,0,"DV-0.10.0","SNP"
12.63834,102,1,"GATK-3.5.0",9,9,0,0,0,0,"GATK-3.5.0","INDEL"
12.63834,102,0.979935,"GATK-3.5.0",180973,187588,796,6615,759,0,"GATK-3.5.0","SNP"
12.63834,102,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.63834,102,0.9881,"GATK-4.1.0.0",183955,187588,798,3633,759,0,"GATK-4.1.0.0","SNP"
12.659972,132,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
12.659972,132,0.991991,"DV-0.10.0",187594,189686,937,2092,837,0,"DV-0.10.0","SNP"
12.659972,132,1,"GATK-3.5.0",9,9,0,0,0,0,"GATK-3.5.0","INDEL"
12.659972,132,0.977155,"GATK-3.5.0",182194,189686,1027,7492,1004,0,"GATK-3.5.0","SNP"
12.659972,132,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.659972,132,0.986168,"GATK-4.1.0.0",185516,189686,1034,4170,1003,0,"GATK-4.1.0.0","SNP"
12.705529,95,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
12.705529,95,0.993959,"DV-0.10.0",188070,189874,482,1804,441,0,"DV-0.10.0","SNP"
12.705529,95,0.875,"GATK-3.5.0",7,8,1,1,1,0,"GATK-3.5.0","INDEL"
12.705529,95,0.979192,"GATK-3.5.0",182681,189874,571,7193,547,0,"GATK-3.5.0","SNP"
12.705529,95,0.875,"GATK-4.1.0.0",7,8,1,1,1,0,"GATK-4.1.0.0","INDEL"
12.705529,95,0.988316,"GATK-4.1.0.0",186048,189874,573,3826,547,0,"GATK-4.1.0.0","SNP"
12.795756,120,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
12.795756,120,0.993223,"DV-0.10.0",188695,190543,727,1848,644,0,"DV-0.10.0","SNP"
12.795756,120,1,"GATK-3.5.0",9,9,0,0,0,0,"GATK-3.5.0","INDEL"
12.795756,120,0.980312,"GATK-3.5.0",183935,190543,780,6608,756,0,"GATK-3.5.0","SNP"
12.795756,120,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.795756,120,0.988392,"GATK-4.1.0.0",186941,190543,789,3602,757,0,"GATK-4.1.0.0","SNP"
12.816382,225,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
12.816382,225,0.993086,"DV-0.10.0",326322,329617,1249,3295,1118,0,"DV-0.10.0","SNP"
12.816382,225,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
12.816382,225,0.978839,"GATK-3.5.0",317230,329617,1329,12387,1285,0,"GATK-3.5.0","SNP"
12.816382,225,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.816382,225,0.987586,"GATK-4.1.0.0",322837,329617,1336,6780,1285,0,"GATK-4.1.0.0","SNP"
12.824135,22,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
12.824135,22,0.992496,"DV-0.10.0",323826,327432,1291,3606,1179,0,"DV-0.10.0","SNP"
12.824135,22,0.947368,"GATK-3.5.0",9,10,0,1,0,0,"GATK-3.5.0","INDEL"
12.824135,22,0.977993,"GATK-3.5.0",314754,327432,1487,12678,1442,0,"GATK-3.5.0","SNP"
12.824135,22,0.947368,"GATK-4.1.0.0",9,10,0,1,0,0,"GATK-4.1.0.0","INDEL"
12.824135,22,0.986929,"GATK-4.1.0.0",320442,327432,1498,6990,1443,0,"GATK-4.1.0.0","SNP"
12.824284,206,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
12.824284,206,0.993586,"DV-0.10.0",184253,185958,674,1705,606,0,"DV-0.10.0","SNP"
12.824284,206,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
12.824284,206,0.980906,"GATK-3.5.0",179756,185958,796,6202,762,0,"GATK-3.5.0","SNP"
12.824284,206,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.824284,206,0.98874,"GATK-4.1.0.0",182594,185958,795,3364,759,0,"GATK-4.1.0.0","SNP"
12.825323,21,0.909091,"DV-0.10.0",5,6,0,1,0,0,"DV-0.10.0","INDEL"
12.825323,21,0.994167,"DV-0.10.0",188333,190079,464,1746,420,0,"DV-0.10.0","SNP"
12.825323,21,0.909091,"GATK-3.5.0",5,6,0,1,0,0,"GATK-3.5.0","INDEL"
12.825323,21,0.979222,"GATK-3.5.0",182903,190079,586,7176,560,0,"GATK-3.5.0","SNP"
12.825323,21,0.909091,"GATK-4.1.0.0",5,6,0,1,0,0,"GATK-4.1.0.0","INDEL"
12.825323,21,0.988375,"GATK-4.1.0.0",186287,190079,590,3792,560,0,"GATK-4.1.0.0","SNP"
12.89476,9,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
12.89476,9,0.992527,"DV-0.10.0",320036,323527,1328,3491,1192,0,"DV-0.10.0","SNP"
12.89476,9,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
12.89476,9,0.979086,"GATK-3.5.0",311667,323527,1455,11860,1407,0,"GATK-3.5.0","SNP"
12.89476,9,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.89476,9,0.987612,"GATK-4.1.0.0",317029,323527,1455,6498,1400,0,"GATK-4.1.0.0","SNP"
12.897432,68,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
12.897432,68,0.992769,"DV-0.10.0",325796,329148,1394,3352,1218,0,"DV-0.10.0","SNP"
12.897432,68,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
12.897432,68,0.979605,"GATK-3.5.0",317394,329148,1462,11754,1394,0,"GATK-3.5.0","SNP"
12.897432,68,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.897432,68,0.987704,"GATK-4.1.0.0",322588,329148,1472,6560,1392,0,"GATK-4.1.0.0","SNP"
12.92497,190,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
12.92497,190,0.994613,"DV-0.10.0",187945,189496,485,1551,424,0,"DV-0.10.0","SNP"
12.92497,190,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
12.92497,190,0.980542,"GATK-3.5.0",182902,189496,665,6594,627,0,"GATK-3.5.0","SNP"
12.92497,190,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.92497,190,0.988831,"GATK-4.1.0.0",185961,189496,666,3535,625,0,"GATK-4.1.0.0","SNP"
12.973937,152,1,"DV-0.10.0",5,5,0,0,0,0,"DV-0.10.0","INDEL"
12.973937,152,0.993187,"DV-0.10.0",189153,191016,732,1863,654,0,"DV-0.10.0","SNP"
12.973937,152,0.888889,"GATK-3.5.0",4,5,0,1,0,0,"GATK-3.5.0","INDEL"
12.973937,152,0.979597,"GATK-3.5.0",184130,191016,784,6886,760,0,"GATK-3.5.0","SNP"
12.973937,152,1,"GATK-4.1.0.0",5,5,0,0,0,0,"GATK-4.1.0.0","INDEL"
12.973937,152,0.987973,"GATK-4.1.0.0",187248,191016,791,3768,761,0,"GATK-4.1.0.0","SNP"
13.086129,73,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
13.086129,73,0.993514,"DV-0.10.0",323898,326936,1191,3038,1070,0,"DV-0.10.0","SNP"
13.086129,73,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
13.086129,73,0.981173,"GATK-3.5.0",316108,326936,1303,10828,1264,0,"GATK-3.5.0","SNP"
13.086129,73,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.086129,73,0.988749,"GATK-4.1.0.0",320946,326936,1314,5990,1264,0,"GATK-4.1.0.0","SNP"
13.088327,195,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
13.088327,195,0.992578,"DV-0.10.0",185963,187896,848,1933,756,0,"DV-0.10.0","SNP"
13.088327,195,0.769231,"GATK-3.5.0",5,7,1,2,1,0,"GATK-3.5.0","INDEL"
13.088327,195,0.979443,"GATK-3.5.0",181217,187896,928,6679,896,0,"GATK-3.5.0","SNP"
13.088327,195,0.857143,"GATK-4.1.0.0",6,7,1,1,1,0,"GATK-4.1.0.0","INDEL"
13.088327,195,0.987488,"GATK-4.1.0.0",184163,187896,934,3733,895,0,"GATK-4.1.0.0","SNP"
13.191496,230,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
13.191496,230,0.993728,"DV-0.10.0",186487,188186,655,1699,578,0,"DV-0.10.0","SNP"
13.191496,230,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
13.191496,230,0.981562,"GATK-3.5.0",182098,188186,753,6088,721,0,"GATK-3.5.0","SNP"
13.191496,230,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.191496,230,0.989069,"GATK-4.1.0.0",184854,188186,754,3332,720,0,"GATK-4.1.0.0","SNP"
13.219518,82,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
13.219518,82,0.993277,"DV-0.10.0",188373,190217,706,1844,633,0,"DV-0.10.0","SNP"
13.219518,82,1,"GATK-3.5.0",9,9,0,0,0,0,"GATK-3.5.0","INDEL"
13.219518,82,0.979917,"GATK-3.5.0",183484,190217,788,6733,756,0,"GATK-3.5.0","SNP"
13.219518,82,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.219518,82,0.988241,"GATK-4.1.0.0",186568,190217,791,3649,755,0,"GATK-4.1.0.0","SNP"
13.281785,59,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
13.281785,59,0.994336,"DV-0.10.0",326525,329386,859,2861,773,0,"DV-0.10.0","SNP"
13.281785,59,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
13.281785,59,0.981436,"GATK-3.5.0",318376,329386,1034,11010,978,0,"GATK-3.5.0","SNP"
13.281785,59,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.281785,59,0.989347,"GATK-4.1.0.0",323460,329386,1040,5926,981,0,"GATK-4.1.0.0","SNP"
13.299351,161,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
13.299351,161,0.994638,"DV-0.10.0",188175,189733,471,1558,417,0,"DV-0.10.0","SNP"
13.299351,161,0.941176,"GATK-3.5.0",8,9,0,1,0,0,"GATK-3.5.0","INDEL"
13.299351,161,0.98166,"GATK-3.5.0",183435,189733,556,6298,519,0,"GATK-3.5.0","SNP"
13.299351,161,0.941176,"GATK-4.1.0.0",8,9,0,1,0,0,"GATK-4.1.0.0","INDEL"
13.299351,161,0.989386,"GATK-4.1.0.0",186298,189733,562,3435,524,0,"GATK-4.1.0.0","SNP"
13.345729,235,1,"DV-0.10.0",5,5,0,0,0,0,"DV-0.10.0","INDEL"
13.345729,235,0.993847,"DV-0.10.0",187455,189149,627,1694,584,0,"DV-0.10.0","SNP"
13.345729,235,1,"GATK-3.5.0",5,5,0,0,0,0,"GATK-3.5.0","INDEL"
13.345729,235,0.980814,"GATK-3.5.0",182729,189149,729,6420,707,0,"GATK-3.5.0","SNP"
13.345729,235,1,"GATK-4.1.0.0",5,5,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.345729,235,0.988569,"GATK-4.1.0.0",185588,189149,731,3561,706,0,"GATK-4.1.0.0","SNP"
13.346117,255,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
13.346117,255,0.99461,"DV-0.10.0",187866,189402,500,1536,453,0,"DV-0.10.0","SNP"
13.346117,255,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
13.346117,255,0.981786,"GATK-3.5.0",183214,189402,610,6188,581,0,"GATK-3.5.0","SNP"
13.346117,255,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.346117,255,0.989499,"GATK-4.1.0.0",186062,189402,609,3340,578,0,"GATK-4.1.0.0","SNP"
13.351952,165,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
13.351952,165,0.994171,"DV-0.10.0",185493,187035,633,1542,551,0,"DV-0.10.0","SNP"
13.351952,165,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
13.351952,165,0.982474,"GATK-3.5.0",181287,187035,720,5748,686,0,"GATK-3.5.0","SNP"
13.351952,165,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.351952,165,0.989421,"GATK-4.1.0.0",183830,187035,726,3205,684,0,"GATK-4.1.0.0","SNP"
13.381711,166,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
13.381711,166,0.993469,"DV-0.10.0",185891,187620,715,1729,648,0,"DV-0.10.0","SNP"
13.381711,166,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
13.381711,166,0.98197,"GATK-3.5.0",181740,187620,794,5880,768,0,"GATK-3.5.0","SNP"
13.381711,166,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.381711,166,0.989136,"GATK-4.1.0.0",184368,187620,798,3252,764,0,"GATK-4.1.0.0","SNP"
13.383598,41,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
13.383598,41,0.99415,"DV-0.10.0",186601,188157,640,1556,572,0,"DV-0.10.0","SNP"
13.383598,41,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
13.383598,41,0.983275,"GATK-3.5.0",182687,188157,745,5470,717,0,"GATK-3.5.0","SNP"
13.383598,41,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.383598,41,0.989843,"GATK-4.1.0.0",185107,188157,749,3050,712,0,"GATK-4.1.0.0","SNP"
13.407203,174,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
13.407203,174,0.9937,"DV-0.10.0",186112,187814,658,1702,589,0,"DV-0.10.0","SNP"
13.407203,174,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
13.407203,174,0.98178,"GATK-3.5.0",181803,187814,737,6011,713,0,"GATK-3.5.0","SNP"
13.407203,174,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.407203,174,0.989062,"GATK-4.1.0.0",184471,187814,737,3343,710,0,"GATK-4.1.0.0","SNP"
13.427577,236,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
13.427577,236,0.993922,"DV-0.10.0",326321,329114,1198,2793,1057,0,"DV-0.10.0","SNP"
13.427577,236,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
13.427577,236,0.983482,"GATK-3.5.0",319678,329114,1302,9436,1259,0,"GATK-3.5.0","SNP"
13.427577,236,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
13.427577,236,0.989945,"GATK-4.1.0.0",323848,329114,1313,5266,1257,0,"GATK-4.1.0.0","SNP"
