variant,ngenotype,af,r2,truth,phaser,refinement,caller
SNP,72260,0.00335384,0.752874,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
SNP,64097,0.00712918,0.83436,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
SNP,61685,0.0143208,0.893174,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
SNP,74694,0.0324702,0.932552,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
SNP,49327,0.0719107,0.945843,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
SNP,42353,0.143454,0.953609,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
SNP,49353,0.323146,0.945275,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
SNP,37203,0.731032,0.805399,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,4144,0.000615946,0.217127,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,4903,0.00149436,0.418185,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,8855,0.00335889,0.607243,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,8182,0.00722006,0.736015,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,7999,0.0144236,0.805248,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,10583,0.032701,0.872115,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,7369,0.07223,0.895223,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,6637,0.144027,0.904724,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,7649,0.320946,0.921306,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
INDEL,4523,0.721766,0.575147,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,GATK-3.5.0
SNP,31790,0.000664328,0.542697,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,45449,0.00149124,0.692223,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,72260,0.00335384,0.793942,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,64097,0.00712918,0.860864,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,61685,0.0143208,0.916934,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,74694,0.0324702,0.955891,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,49327,0.0719107,0.971378,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,42353,0.143454,0.980847,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,49353,0.323146,0.98748,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,37203,0.731032,0.91327,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,4144,0.000615946,0.358801,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,4903,0.00149436,0.581728,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,8855,0.00335889,0.673907,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,8182,0.00722006,0.761159,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,7999,0.0144236,0.840962,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,10583,0.032701,0.895185,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,7369,0.07223,0.91888,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,6637,0.144027,0.92911,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,7649,0.320946,0.942856,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
INDEL,4523,0.721766,0.592323,DV-0.10.0,SHAPEIT-4.1.3,with genotype refinement,DV-0.10.0
SNP,31790,0.000664328,0.422087,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,45449,0.00149124,0.570695,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,72260,0.00335384,0.724931,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,64097,0.00712918,0.813224,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,61685,0.0143208,0.87879,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,74694,0.0324702,0.924618,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,49327,0.0719107,0.940034,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,42353,0.143454,0.948753,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,49353,0.323146,0.94132,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,37203,0.731032,0.812854,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,4144,0.000615946,0.189593,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,4903,0.00149436,0.381695,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,8855,0.00335889,0.573994,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,8182,0.00722006,0.711577,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,7999,0.0144236,0.786084,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,10583,0.032701,0.85262,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,7369,0.07223,0.879101,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,6637,0.144027,0.888192,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,7649,0.320946,0.905822,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
INDEL,4523,0.721766,0.630028,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,GATK-3.5.0
SNP,31790,0.000664328,0.611045,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
SNP,45449,0.00149124,0.723494,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
SNP,72260,0.00335384,0.814268,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
SNP,64097,0.00712918,0.87017,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
SNP,61685,0.0143208,0.919385,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
SNP,74694,0.0324702,0.955927,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
SNP,49327,0.0719107,0.970564,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
SNP,42353,0.143454,0.98002,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
SNP,49353,0.323146,0.986428,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
SNP,37203,0.731032,0.988302,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,4144,0.000615946,0.407554,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,4903,0.00149436,0.631343,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,8855,0.00335889,0.699129,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,8182,0.00722006,0.777688,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,7999,0.0144236,0.845658,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,10583,0.032701,0.895867,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,7369,0.07223,0.915898,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,6637,0.144027,0.925427,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,7649,0.320946,0.93974,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
INDEL,4523,0.721766,0.950747,DV-0.10.0,SHAPEIT-4.1.3,no genotype refinement,DV-0.10.0
